"","intratherm_id","genus_species","genus","species","phylum","class","order","family","extractor","ref","original_compilation","population_id","acclim_temp","latitude","longitude","coordinates_source","genus_from_study","species_from_study","location_description","acclim_time","parameter_value","parameter_tmax_or_tmin","error_estimate","error_type","sample_size","metric_type","metric_description","ramping_rate","ramping_to_reach_st","duration_of_chronic_exposure","temp_before_pretreament_held_or_ff_for_field_fresh","timing_of_collection","elevation_of_collection","life_stage.x","notes.x","record_number","record","realm_general2","acclim_time_original","acclim_time_units","dispersal_type_walking_may_need_to_be_reworded_to_something_that_encaptures_slithering","age_maturity_days_female","age_maturity_days_female_reference","age_maturity_days_male","age_maturity_days_male_reference","age_maturity.days_unknown_sex","dispersal_distance_category","logic_source_for_dispersal_distance","logic_source_for_dispersal_distance2","maximum_body_size_svl_hbl_cm","source_for_maximum_body_size","average_body_size_female","average_body_size_female_reference","average_body_size_male","average_body_size_male_reference","average_body_size_unknown_sex","season_inactive","logic_source_for_season_inactive","migratory","source_logic_for_migration_info","season_when_away_10km...migratory.only.","season_when_away_100km...migratory.only.","logic_source_season_when_away","data_gatherer","Home.range.size_Km2","logic.source_for_Home.range.size","lifespan_days","lifespan_days_reference","Notes","raster_mean"
"165",775,"Dorosoma cepedianum","Dorosoma","cepedianum","Chordata","Teleostei","Clupeiformes","Clupeidae",NA,"Yoder et al. 2012","Comte","Dorosoma cepedianum_42.08_NA",15.9,42.08,-81.34,"","Dorosoma","cepedianum","Lake Erie",NA,31.7,"tmax",NA,"SD",NA,"critical","LOE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"730","AnAge","730","AnAge",NA,"unk","LARVAE: pelagic larvae (DOI: 10.2307/2425511) and larval stage complete by 35-40mm TL (https://doi.org/10.1071/MF9900695) no growth rate found",NA,"57","TL male/unsexed -fishbase","35","SL male/unsexed -fishbase","35","SL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"2190","4-6 years average+ 10 years max (fishbase + NatureServe Explorer)",NA,NA
"166",837,"Etheostoma blennioides","Etheostoma","blennioides","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma blennioides_42.6_NA",15,42.6,-78.47,"","Etheostoma","blennioides","Buffalo Creek, Erie County, New York, United States",28,32.2,"tmax",0.53,"SD",9,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,"365","AnAge","365","AnAge",NA,"10-100","LARVAE: PLD 2 weeks; fry settle to bottom and behave as adults after 2 weeks (http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.579.2561&rep=rep1&type=pdf)",NA,"17","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1825","5 years max (fishbase)",NA,NA
"167",838,"Etheostoma blennioides","Etheostoma","blennioides","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma blennioides_39.72_NA",10,39.72,-84.394,"inferred","Etheostoma","blennioides","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,33.5,"tmax",NA,"SD",20,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","AnAge","365","AnAge",NA,"10-100","LARVAE: PLD 2 weeks; fry settle to bottom and behave as adults after 2 weeks (http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.579.2561&rep=rep1&type=pdf)",NA,"17","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1825","5 years max (fishbase)",NA,NA
"168",839,"Etheostoma blennioides","Etheostoma","blennioides","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma blennioides_39.72_NA",20,39.72,-84.394,"inferred","Etheostoma","blennioides","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,34.5,"tmax",NA,"SD",17,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","AnAge","365","AnAge",NA,"10-100","LARVAE: PLD 2 weeks; fry settle to bottom and behave as adults after 2 weeks (http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.579.2561&rep=rep1&type=pdf)",NA,"17","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","5.5","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","unk",NA,"1825","5 years max (fishbase)",NA,NA
"169",840,"Etheostoma caeruleum","Etheostoma","caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma caeruleum_42.6_NA",15,42.6,-78.47,"","Etheostoma","caeruleum","Buffalo Creek, Erie County, New York, United States",28,32.1,"tmax",0.73,"SD",9,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,"365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","Y","0-1","MOVEMENT: high site fidelity and move max of 975m+ site fidelity to riffles spaced less than 350m apart (https://doi.org/10.1002/rra.3161) LARVAE: larval stage less than 10 days (Paine+ M. D.+ & Balon+ E. K. (1984). Early development of the rainbow darter+ Etheostoma caeruleum+ according to the theory of saltatory ontogeny. Environmental biology of fishes+ 11(4)+ 277-299.)",NA,"7.7","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00196-0.00785","site fidelity to riffles of 50â€“100 m in length+ used as diameter (https://doi.org/10.1002/rra.3161)","1095","3 years max (fishbase)",NA,NA
"170",841,"Etheostoma caeruleum","Etheostoma","caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma caeruleum_39.72_NA",10,39.72,-84.394,"inferred","Etheostoma","caeruleum","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,32,"tmax",NA,"SD",27,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","Y","0-1","MOVEMENT: high site fidelity and move max of 975m+ site fidelity to riffles spaced less than 350m apart (https://doi.org/10.1002/rra.3161) LARVAE: larval stage less than 10 days (Paine+ M. D.+ & Balon+ E. K. (1984). Early development of the rainbow darter+ Etheostoma caeruleum+ according to the theory of saltatory ontogeny. Environmental biology of fishes+ 11(4)+ 277-299.)",NA,"7.7","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00196-0.00785","site fidelity to riffles of 50â€“100 m in length+ used as diameter (https://doi.org/10.1002/rra.3161)","1095","3 years max (fishbase)",NA,NA
"171",842,"Etheostoma caeruleum","Etheostoma","caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma caeruleum_39.72_NA",20,39.72,-84.394,"inferred","Etheostoma","caeruleum","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,34,"tmax",NA,"SD",39,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","Y","0-1","MOVEMENT: high site fidelity and move max of 975m+ site fidelity to riffles spaced less than 350m apart (https://doi.org/10.1002/rra.3161) LARVAE: larval stage less than 10 days (Paine+ M. D.+ & Balon+ E. K. (1984). Early development of the rainbow darter+ Etheostoma caeruleum+ according to the theory of saltatory ontogeny. Environmental biology of fishes+ 11(4)+ 277-299.)",NA,"7.7","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00196-0.00785","site fidelity to riffles of 50â€“100 m in length+ used as diameter (https://doi.org/10.1002/rra.3161)","1095","3 years max (fishbase)",NA,NA
"172",843,"Etheostoma caeruleum","Etheostoma","caeruleum","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma caeruleum_38.189801_NA",26,38.189801,-91.908238,"inferred","Etheostoma","caeruleum","Gasconade River, Missouri, United States",NA,35.6,"tmax",0.59,"SD",11,"critical","LOE","0.017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","365","1 year (Marjan+ P.+ Martyniuk+ C. J.+ Fuzzen+ M. L.+ MacLatchy+ D. L.+ McMaster+ M. E.+ & Servos+ M. R. (2017). Returning to normal? Assessing transcriptome recovery over time in male rainbow darter (Etheostoma caeruleum) liver in response to wastewaterâ€êtreatment plant upgrades. Environmental toxicology and chemistry+ 36(8)+ 2108-2122.)","Y","0-1","MOVEMENT: high site fidelity and move max of 975m+ site fidelity to riffles spaced less than 350m apart (https://doi.org/10.1002/rra.3161) LARVAE: larval stage less than 10 days (Paine+ M. D.+ & Balon+ E. K. (1984). Early development of the rainbow darter+ Etheostoma caeruleum+ according to the theory of saltatory ontogeny. Environmental biology of fishes+ 11(4)+ 277-299.)",NA,"7.7","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","5.3","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.00196-0.00785","site fidelity to riffles of 50â€“100 m in length+ used as diameter (https://doi.org/10.1002/rra.3161)","1095","3 years max (fishbase)",NA,NA
"173",844,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Ingersoll & Claussen 1984","Comte","Etheostoma flabellare_39.51_NA",15,39.51,-84.65,"","Etheostoma","flabellare","Four Mile Creek in Butler County Ohio US",14,31.11,"tmax",2,"SD",11,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"174",845,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Ingersoll & Claussen 1984","Comte","Etheostoma flabellare_39.51_NA",15,39.51,-84.65,"","Etheostoma","flabellare","Four Mile Creek in Butler County Ohio US",14,31.31,"tmax",1.26,"SD",10,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","14","days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"175",846,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Mundahl 1990","Comte","Etheostoma flabellare_39.97_NA",24,39.97,-82.81,"","Etheostoma","flabellare","Indian Creek Ohio US",NA,37.7,"tmax",0.5,"SD",10,"critical","LOE","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"176",847,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Kowaski et al. 1978","Comte","Etheostoma flabellare_42.6_NA",15,42.6,-78.47,"","Etheostoma","flabellare","Buffalo Creek, Erie County, New York, United States",28,32.1,"tmax",0.65,"SD",15,"critical","OS","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater","28","days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"177",848,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39.72_NA",10,39.72,-84.394,"inferred","Etheostoma","flabellare","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,34,"tmax",NA,"SD",12,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"178",849,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39.72_NA",20,39.72,-84.394,"inferred","Etheostoma","flabellare","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,35,"tmax",NA,"SD",15,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"179",850,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39.72_NA",10,39.72,-84.394,"inferred","Etheostoma","flabellare","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,31.1,"tmax",NA,"SD",5,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"180",851,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39.72_NA",20,39.72,-84.394,"inferred","Etheostoma","flabellare","centroid of Indian Creek (Butler County) and Lost Creek (Miami County), Southwestern Ohio, United States",NA,32.9,"tmax",NA,"SD",5,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
"181",852,"Etheostoma flabellare","Etheostoma","flabellare","Chordata","Teleostei","Perciformes","Percidae",NA,"Beitinger et al. 2000","Comte","Etheostoma flabellare_39_NA",20,39,-84,"extracted","Etheostoma","flabellare","Harker's Run, Butler County, Ohio, United States",NA,33,"tmax",NA,"SD",5,"critical","LOE","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freshwater",NA,"days",NA,"365","1 year (NatureServe Explorer)","365","1 year (NatureServe Explorer)","Y","0-1","MOVEMENT: max 178.5m travelled between riffle habitats - table 1+ and high site fidelity+  87% moved from their initial point of capture (https://thekeep.eiu.edu/theses/1539/ + https://doi.org/10.1080/02705060.1984.9664612) LARVAE: eggs laid under stones (IUCN Red List)",NA,"8.4","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","5.2","TL male/unsexed -fishbase","Y","none","no dormancy reported","non-migratory","IUCN Red List",NA,NA,NA,"Nikki","0.0000283","75% of movements within 30m of initial site (https://doi.org/10.1080/02705060.1984.9664612)","1580","4 years max (fishbase)",NA,NA
